id_cliente,nombre_cliente,tipo_cliente,segmento_cliente,fecha_apertura,edad,region,ingreso_anual,puntuacion_credito,empleado_asignado,sucursal_principal,activo
C123B40D,Ronald Martinez,Individual,Platino,2019-10-30,54,Internacional,15466.07,504,Amber Turner,Sucursal 6 - Oeste,True
6166ED84,Marcus Guerrero,Individual,Diamante,2016-11-21,63,Oeste,156527.42,354,Sherry Ball,Sucursal 6 - Oeste,True
FD6F6FD3,Young LLC,PYME,Institucional,2015-12-08,0,Norte,1209669.74,620,Dennis Rojas,Sucursal 1 - Oeste,False
BF83F7E3,"Lowe, Martin and Owen",ONG,Nuevo,2016-09-24,0,Centro,4400673.09,0,Juan Hoover,Sucursal 2 - Sur,True
19D339CA,Sanchez-Benson,Gobierno,Corporativo,2015-11-05,0,Centro,1104285.6,0,Walter Price,Sucursal 12 - Sur,False
99F8D218,Heather Martinez,Estudiante,Plata,2017-04-30,42,Norte,4946001.65,0,Anthony Andrews,Sucursal 2 - Sur,True
46012BDB,Gregory Buck,Jubilado,Diamante,2017-12-17,75,Sur,3434210.33,0,Patricia Anderson,Sucursal 6 - Oeste,False
8CA1A0C9,Dana Martin,Individual,Oro,2018-12-30,21,Centro,83521.83,784,Theresa Zavala,Sucursal 4 - Norte,False
974661CE,Daniel Tucker,VIP,Corporativo,2018-06-24,65,Centro,3536693.67,0,Amanda Nguyen,Sucursal 5 - Oeste,False
F11CDC12,Baldwin Inc,Gobierno,Diamante,2020-06-09,0,Centro,117712.56,0,Kristin Elliott,Sucursal 20 - Este,True
0F4E21E4,Amanda Phillips,Jubilado,Nuevo,2021-11-15,80,Este,3355779.9,0,Jacob Ochoa,Sucursal 5 - Oeste,True
C562EB0E,"Le, Porter and Dickson",ONG,Corporativo,2013-12-09,0,Internacional,1399993.33,0,Ms. Hannah Dixon,Sucursal 4 - Norte,True
568EDC5F,Perez and Sons,PYME,Plata,2010-01-03,0,Sur,1691750.9,656,Dennis Rojas,Sucursal 3 - Este,True
49CDA01A,Angela Kim,Estudiante,Bronce,2021-05-28,27,Sur,1876262.23,0,Kristin Elliott,Sucursal 1 - Oeste,True
91A8015D,Gates LLC,PYME,Nuevo,2011-10-23,0,Norte,1109888.64,830,Michael Alvarez Jr.,Sucursal 14 - Norte,True
6998D61B,"Beasley, Castillo and Paul",PYME,Institucional,2013-07-28,0,Centro,501504.0,635,Gina Gill,Sucursal 19 - Norte,True
21CFECAB,"Suarez, Anderson and White",ONG,Corporativo,2018-07-14,0,Sur,1601614.33,0,Scott Warner,Sucursal 16 - Centro,True
D589BC1C,"Sanchez, Farrell and Juarez",PYME,Plata,2016-02-13,0,Centro,224691.21,566,Lisa Bishop,Sucursal 8 - Oeste,True
6B55FCD1,Amy Carey,Individual,Plata,2012-01-11,69,Centro,449276.38,381,Ms. Hannah Dixon,Sucursal 19 - Norte,False
0E5ABA87,Shelby Hogan,Individual,Diamante,2020-08-29,50,Oeste,116260.47,579,Denise Brown,Sucursal 15 - Sur,False
119AB948,Mary Roberts,Individual,Platino,2019-07-23,45,Metropolitana,214844.23,381,Christopher Peterson,Sucursal 15 - Sur,False
4E7A4D98,Tanya Goodwin,Estudiante,Platino,2019-10-30,22,Internacional,2094813.45,0,Jeremy Lane,Sucursal 9 - Centro,False
A8F0C051,Theresa Suarez,Jubilado,Diamante,2013-02-17,35,Metropolitana,4883155.97,0,William Brown,Sucursal 2 - Sur,False
5A064E27,Alicia Wright,Estudiante,Oro,2014-11-14,79,Internacional,1589798.26,0,William Brown,Sucursal 12 - Sur,True
4A5DC80A,Brandon Johnson,Estudiante,Platino,2016-04-28,78,Oeste,2198153.65,0,Mr. Michael Sutton III,Sucursal 5 - Oeste,False
5BC5CA8F,Heather Valenzuela,Jubilado,Plata,2019-06-14,37,Oeste,4156430.48,0,Ashley Nielsen,Sucursal 14 - Norte,False
F240EC4E,Jesse Smith,Jubilado,Platino,2014-07-16,57,Oeste,4709922.4,0,Christopher Peterson,Sucursal 1 - Oeste,False
2CB73F2F,Sara Perez,Individual,Platino,2010-07-23,53,Norte,346290.48,531,Deborah Fitzgerald,Sucursal 14 - Norte,False
954E33FB,Joel Franco,VIP,Institucional,2017-12-04,49,Norte,4296562.9,0,Jason Miller,Sucursal 12 - Sur,True
3E3EAD1F,Bright-Coffey,PYME,Oro,2015-07-31,0,Norte,398608.89,588,David Wilson,Sucursal 11 - Centro,True
CB02E2FA,Scott Lee,VIP,Oro,2021-12-12,56,Sur,890302.76,0,Scott Hines,Sucursal 3 - Este,True
7ED2BD78,Tyler Woods,VIP,Platino,2011-07-10,26,Este,2417010.04,0,Anthony Andrews,Sucursal 17 - Norte,True
2DB2C7BA,Kim-Terry,ONG,Corporativo,2019-08-01,0,Oeste,3804674.44,0,Natalie White,Sucursal 9 - Centro,True
A77E5A5A,"Horn, Oliver and Thompson",PYME,Platino,2019-07-22,0,Metropolitana,1280085.39,343,Mr. Michael Sutton III,Sucursal 4 - Norte,False
8A9F5B59,Barnett PLC,ONG,Corporativo,2018-02-27,0,Centro,3008965.82,0,Scott Hines,Sucursal 2 - Sur,False
47AF1A44,"Peterson, Robinson and Silva",Empresa,Nuevo,2023-10-23,0,Oeste,3658821.52,0,Mr. Michael Sutton III,Sucursal 16 - Centro,True
D38649E2,Mccarthy Inc,Gobierno,Institucional,2020-06-23,0,Internacional,3446364.75,0,Jeremy Lane,Sucursal 10 - Norte,False
17115CED,Monique Skinner,VIP,Nuevo,2015-11-05,30,Sur,2999610.68,0,Tiffany Chavez,Sucursal 3 - Este,False
C5F2A98E,"Dennis, Zuniga and Baker",Empresa,Platino,2023-04-24,0,Metropolitana,95424.23,0,Megan Thomas,Sucursal 7 - Norte,False
4256B453,"Hicks, Thomas and Schneider",Gobierno,Platino,2023-06-07,0,Metropolitana,1008392.53,0,Courtney Davis,Sucursal 1 - Oeste,False
2624A19D,Brandon Castro,Jubilado,Nuevo,2019-09-24,65,Oeste,132086.0,0,Tiffany Chavez,Sucursal 13 - Centro,False
8BDEF21C,Nicole Bates,Estudiante,Oro,2018-02-28,23,Oeste,3890815.77,0,Luis Francis,Sucursal 7 - Norte,True
288F913C,Christopher Payne,Individual,Corporativo,2015-07-27,20,Metropolitana,343159.81,715,David Wilson,Sucursal 16 - Centro,True
F2F0ABB0,"Kemp, Gutierrez and Brown",PYME,Bronce,2015-04-12,0,Norte,804529.5,546,Justin Skinner,Sucursal 18 - Oeste,True
4F398FF2,Kimberly Schultz,Individual,Bronce,2012-11-14,27,Este,19040.63,615,Anthony Andrews,Sucursal 9 - Centro,False
8B5AC463,"Gonzalez, Figueroa and Ramirez",ONG,Institucional,2010-09-18,0,Centro,4857931.27,0,Gina Gill,Sucursal 1 - Oeste,False
8F083106,Potter-Bailey,ONG,Oro,2019-08-18,0,Oeste,4541972.74,0,Darlene Mueller,Sucursal 13 - Centro,True
9BEC8ED1,Nelson-Anderson,Gobierno,Oro,2019-11-17,0,Oeste,278469.35,0,Christopher Peterson,Sucursal 9 - Centro,True
0601CFAA,Nicole Gonzalez,Jubilado,Institucional,2017-04-13,21,Oeste,1872346.29,0,Ashley Nielsen,Sucursal 17 - Norte,False
DDB5AB15,Leonard-Garcia,Gobierno,Bronce,2012-04-20,0,Norte,3020124.16,0,Luis Francis,Sucursal 7 - Norte,False
9C1B8C17,Maria Santos,VIP,Plata,2015-01-29,69,Metropolitana,4662659.55,0,William Carpenter,Sucursal 12 - Sur,False
684734F5,Alicia Henderson,Estudiante,Oro,2012-03-28,34,Metropolitana,3444144.97,0,Jason Miller,Sucursal 10 - Norte,False
BD272E85,Cummings-Zimmerman,ONG,Institucional,2011-02-04,0,Norte,323119.63,0,Ms. Hannah Dixon,Sucursal 6 - Oeste,False
569D239E,Hill PLC,ONG,Corporativo,2022-03-19,0,Norte,538602.67,0,Larry Moore,Sucursal 5 - Oeste,True
E51224CA,Jim Bailey,VIP,Bronce,2021-04-28,39,Norte,4800366.75,0,Walter Price,Sucursal 6 - Oeste,True
E62A56AA,"Collins, Cain and Henderson",PYME,Plata,2020-11-06,0,Centro,785505.24,707,Ashley Nielsen,Sucursal 18 - Oeste,False
BD3798E4,Matthew Smith,Estudiante,Nuevo,2010-11-10,23,Sur,4834112.43,0,Natalie White,Sucursal 14 - Norte,False
5FEF20D7,Susan Martin,Individual,Corporativo,2022-02-05,70,Centro,77710.21,426,Connor Ellis,Sucursal 2 - Sur,True
3EB6EE73,"Rice, Marsh and Randolph",Empresa,Corporativo,2022-08-02,0,Oeste,1014792.82,0,Luis Francis,Sucursal 17 - Norte,False
74DAF01A,Campbell-Campos,PYME,Institucional,2019-05-22,0,Sur,2575330.57,833,Jacob Ochoa,Sucursal 15 - Sur,True
6053C9D5,Elizabeth Watts,Estudiante,Corporativo,2018-11-06,39,Metropolitana,325621.0,0,Deborah Fitzgerald,Sucursal 7 - Norte,True
62FBA441,Renee Murray,VIP,Institucional,2012-08-08,21,Metropolitana,1292819.6,0,Deborah Fitzgerald,Sucursal 7 - Norte,True
B0664C15,Dr. Rebecca Torres,Jubilado,Oro,2011-04-29,22,Internacional,3383665.4,0,Jeremy Lane,Sucursal 8 - Oeste,False
B51FEEEE,Kimberly Cunningham,VIP,Institucional,2011-11-16,68,Internacional,2305879.77,0,Denise Brown,Sucursal 20 - Este,False
B438104F,"Ortiz, Cohen and Alvarez",Empresa,Corporativo,2018-11-07,0,Este,1754673.75,0,Tasha Ferguson,Sucursal 8 - Oeste,True
F386ECFA,"Jones, Johnson and Martinez",PYME,Corporativo,2013-05-31,0,Oeste,3038152.92,806,Robin Oneill,Sucursal 18 - Oeste,False
6D792735,Alan Christian,Estudiante,Oro,2012-08-14,75,Centro,2510166.38,0,Jason Miller,Sucursal 16 - Centro,False
1C7CE646,Eric Coleman,Individual,Corporativo,2010-11-11,77,Sur,129421.79,513,Tasha Ferguson,Sucursal 4 - Norte,True
6CFF52D3,"Hall, King and Henderson",PYME,Plata,2019-04-26,0,Sur,4804702.77,524,Sherry Ball,Sucursal 18 - Oeste,True
87DE1893,Matthew Hodge,VIP,Corporativo,2015-07-07,21,Metropolitana,434381.22,0,William Brown,Sucursal 3 - Este,False
D03777CB,Melvin Watson,Jubilado,Diamante,2010-10-13,64,Internacional,1778153.83,0,Stephen George,Sucursal 12 - Sur,True
F4CA69C2,"Davis, Johnson and Berry",ONG,Platino,2010-01-30,0,Este,4544659.92,0,Walter Price,Sucursal 4 - Norte,True
35DE0D6C,Holmes-Gonzalez,Gobierno,Bronce,2016-09-11,0,Norte,1046085.23,0,Luis Francis,Sucursal 18 - Oeste,False
1C2368BB,Pamela Thomas,Estudiante,Platino,2010-03-28,42,Centro,2874041.12,0,Megan Thomas,Sucursal 8 - Oeste,False
9456F97F,Kenneth Hall,VIP,Oro,2022-08-29,54,Internacional,1169291.83,0,William Brown,Sucursal 2 - Sur,False
26657CC1,"Patrick, Gray and Ayala",Empresa,Bronce,2022-10-03,0,Internacional,2128298.62,0,Scott Hines,Sucursal 4 - Norte,True
5FF68831,Justin Shields,Individual,Oro,2012-02-18,38,Internacional,104337.03,475,Jared Herman,Sucursal 17 - Norte,False
DE53A382,Benjamin Shelton,VIP,Corporativo,2011-03-21,55,Este,3240341.12,0,Scott Hines,Sucursal 8 - Oeste,False
CD8D130F,Brittany Jones,Individual,Bronce,2011-05-16,25,Este,111931.01,473,Jared Herman,Sucursal 2 - Sur,True
2D76AB71,Wilson-Salazar,Empresa,Platino,2015-01-23,0,Oeste,1181446.01,0,Walter Price,Sucursal 19 - Norte,False
467AEC94,Adam Castaneda,Estudiante,Nuevo,2023-01-04,67,Metropolitana,2633765.33,0,Mr. Michael Sutton III,Sucursal 7 - Norte,True
ACA69ECD,Barajas-Wolfe,ONG,Diamante,2011-05-13,0,Norte,3731494.37,0,Jeremy Lane,Sucursal 4 - Norte,True
FCA95B45,"Gonzalez, Oconnell and Howe",Gobierno,Oro,2019-04-15,0,Oeste,1398316.47,0,Natalie White,Sucursal 20 - Este,False
B7ABB3B8,Karen Gonzalez,Estudiante,Corporativo,2017-02-22,70,Sur,276089.74,0,Connor Ellis,Sucursal 18 - Oeste,True
7957D0CE,Lisa Cobb,Jubilado,Diamante,2017-02-10,42,Norte,3171057.15,0,David Wilson,Sucursal 4 - Norte,True
4A788D5D,"Thompson, Mcintosh and Daugherty",ONG,Corporativo,2013-01-16,0,Oeste,3497837.62,0,Ernest Brown,Sucursal 12 - Sur,True
733D982B,Fletcher Ltd,Empresa,Nuevo,2015-06-18,0,Sur,292740.43,0,Theresa Zavala,Sucursal 6 - Oeste,True
4E4F28DC,"Brown, May and Wilkinson",Gobierno,Diamante,2012-07-06,0,Norte,4902324.12,0,Brenda Richards,Sucursal 12 - Sur,False
7DC6052F,Mark Torres,Estudiante,Institucional,2014-03-20,58,Este,4749763.67,0,Juan Hoover,Sucursal 6 - Oeste,False
B23600DF,Amanda Hill,VIP,Plata,2013-05-05,42,Sur,2282363.73,0,William Carpenter,Sucursal 18 - Oeste,True
B4EA5CDF,Adams Ltd,PYME,Institucional,2011-09-12,0,Metropolitana,491321.18,724,Kristin Elliott,Sucursal 12 - Sur,True
A53A08EC,Kathryn Bowen,Individual,Diamante,2019-04-02,74,Internacional,191827.57,372,Darlene Mueller,Sucursal 16 - Centro,False
6848120E,Henson-Bailey,Gobierno,Corporativo,2018-02-07,0,Centro,2102326.02,0,Robin Oneill,Sucursal 17 - Norte,True
C1734CDC,Todd Barton,VIP,Bronce,2011-01-15,54,Sur,3409296.75,0,Amanda Nguyen,Sucursal 7 - Norte,True
246ED807,Katie Watkins,VIP,Corporativo,2018-03-15,61,Centro,3162846.83,0,Jason Miller,Sucursal 9 - Centro,False
18CFE974,Steven Hawkins,Jubilado,Nuevo,2013-12-18,19,Metropolitana,822577.08,0,Mr. Michael Sutton III,Sucursal 8 - Oeste,False
F99ED698,"Carroll, Sanchez and Cruz",Empresa,Institucional,2021-04-12,0,Sur,2597616.63,0,Christopher Peterson,Sucursal 6 - Oeste,False
BC9438E4,"Jones, Brown and Carson",Empresa,Institucional,2022-12-16,0,Sur,3998755.11,0,Gina Gill,Sucursal 2 - Sur,True
8CD261F2,Kelly Johnson,VIP,Platino,2019-04-02,21,Este,864182.48,0,Luis Francis,Sucursal 16 - Centro,True
D7D3B18E,Smith Ltd,Gobierno,Corporativo,2012-03-21,0,Internacional,3148710.72,0,Luis Francis,Sucursal 12 - Sur,True
4ED7CDEB,Crawford Ltd,PYME,Plata,2021-12-12,0,Centro,3174476.26,755,Stephen George,Sucursal 19 - Norte,False
22E8DC5F,Duncan-White,ONG,Platino,2018-03-01,0,Este,4060025.52,0,Connor Ellis,Sucursal 15 - Sur,True
38B8F849,"Cameron, Hunter and Johnson",PYME,Platino,2021-12-25,0,Metropolitana,2580056.93,555,Deborah Fitzgerald,Sucursal 11 - Centro,True
8E81DB8C,Heather Stone,Jubilado,Plata,2019-09-19,62,Centro,4909880.93,0,Jacob Ochoa,Sucursal 4 - Norte,False
B1029A87,Hannah Rowe,VIP,Oro,2023-08-29,54,Norte,1236397.29,0,Kristin Elliott,Sucursal 13 - Centro,True
9C2809B6,Andrew Lewis,Estudiante,Institucional,2017-03-20,37,Centro,1832714.48,0,Brenda Richards,Sucursal 4 - Norte,True
40C33989,Emily Warren,Jubilado,Institucional,2011-07-01,59,Centro,249270.93,0,Jason Miller,Sucursal 13 - Centro,True
6A3125D2,Ryan Kelly,Estudiante,Diamante,2012-04-04,45,Internacional,4472236.11,0,Justin Skinner,Sucursal 19 - Norte,False
2DA75535,"Campbell, Allen and Mason",Empresa,Bronce,2011-06-22,0,Metropolitana,3276206.9,0,Jared Herman,Sucursal 7 - Norte,False
B0D8706C,"Smith, Bright and Kaiser",ONG,Platino,2021-11-04,0,Sur,1276568.8,0,Amanda Nguyen,Sucursal 12 - Sur,True
5E87F13F,Michael Powell,Jubilado,Oro,2013-07-10,66,Internacional,3227027.24,0,Jared Herman,Sucursal 11 - Centro,False
9DD5D3FF,"Watson, Brooks and Ortiz",PYME,Corporativo,2014-10-22,0,Este,2568777.27,704,Larry Moore,Sucursal 11 - Centro,False
561C328A,Johnson-Smith,Gobierno,Institucional,2017-05-16,0,Centro,1361190.85,0,Timothy Robertson,Sucursal 2 - Sur,True
62013E66,Lopez and Sons,ONG,Plata,2015-09-09,0,Internacional,1030219.91,0,Jacob Ochoa,Sucursal 16 - Centro,True
49C94A2F,Bobby Patterson,Estudiante,Nuevo,2021-09-06,68,Centro,3785528.18,0,Michael Alvarez Jr.,Sucursal 16 - Centro,True
7CB5A0E0,Rebecca Shepard,Individual,Plata,2011-04-18,54,Norte,161456.13,593,Peter Johnson,Sucursal 6 - Oeste,True
06265F57,Melissa Pace,VIP,Oro,2022-06-10,24,Internacional,574664.94,0,Lauren Haynes,Sucursal 4 - Norte,False
BBB7091A,Dr. Robert Macdonald,VIP,Oro,2019-06-12,69,Norte,4812386.99,0,Anthony Andrews,Sucursal 6 - Oeste,False
0574056D,Joe Lindsey,Estudiante,Platino,2013-12-31,38,Oeste,489934.75,0,Timothy Robertson,Sucursal 15 - Sur,False
3B219413,Rowe Ltd,Empresa,Corporativo,2019-01-15,0,Este,2691452.26,0,Jeremy Lane,Sucursal 4 - Norte,True
0AF5E015,Joseph Perez,Individual,Oro,2011-04-05,49,Este,437426.31,623,William Brown,Sucursal 7 - Norte,False
C622AB11,Wright PLC,PYME,Platino,2022-01-31,0,Oeste,3644755.86,536,Lauren Haynes,Sucursal 18 - Oeste,False
AE1BD26B,Christian Jones,Individual,Bronce,2014-04-21,77,Sur,194075.2,677,Justin Skinner,Sucursal 4 - Norte,True
5279C037,Jeffrey Johnson,Estudiante,Nuevo,2019-02-14,24,Metropolitana,1350143.52,0,Joseph Arnold,Sucursal 4 - Norte,False
D9DBA51A,"Rivera, White and Zuniga",PYME,Diamante,2019-12-30,0,Norte,595728.08,746,Sherry Ball,Sucursal 19 - Norte,True
F1CE72D9,Leonard-Porter,ONG,Nuevo,2012-09-15,0,Sur,2413478.2,0,Joseph Arnold,Sucursal 12 - Sur,False
7D72211B,Gomez and Sons,Empresa,Platino,2019-05-02,0,Internacional,2037563.86,0,John Simpson,Sucursal 2 - Sur,False
A428463A,Christopher Hodges,Jubilado,Institucional,2011-05-13,58,Oeste,1440884.84,0,Kelly Floyd,Sucursal 10 - Norte,True
6B7DD553,Steven Nichols,VIP,Diamante,2011-02-27,22,Metropolitana,4297489.94,0,Michael Alvarez Jr.,Sucursal 16 - Centro,False
1F79DAE0,Dave Gonzalez,Individual,Plata,2022-02-04,74,Oeste,307143.14,464,Ernest Brown,Sucursal 12 - Sur,True
535E29D8,Logan Guerra,Estudiante,Platino,2023-09-05,74,Norte,4676865.36,0,Megan Thomas,Sucursal 7 - Norte,False
35E0BB05,Shaffer PLC,Gobierno,Corporativo,2013-10-15,0,Centro,4034576.13,0,Justin Skinner,Sucursal 5 - Oeste,True
C2B9C820,"Cervantes, Collins and Rodriguez",PYME,Nuevo,2018-11-20,0,Centro,4191268.87,821,Jacob Ochoa,Sucursal 14 - Norte,False
27DB6D87,Bradley Weaver,Jubilado,Platino,2020-11-06,68,Centro,2841905.37,0,Deborah Fitzgerald,Sucursal 9 - Centro,False
7BD9B61C,Derrick Ross,Jubilado,Corporativo,2010-08-27,35,Oeste,2230324.58,0,Theresa Zavala,Sucursal 15 - Sur,True
E6C1787C,Andrew Greene,Estudiante,Bronce,2014-08-21,70,Norte,625238.45,0,Tiffany Chavez,Sucursal 7 - Norte,True
E60475E4,Scott-Harrison,Gobierno,Bronce,2017-03-23,0,Centro,2933703.15,0,Jeremy Lane,Sucursal 11 - Centro,False
0ABF8F89,Mark Rodriguez,Estudiante,Corporativo,2016-01-02,70,Este,339876.62,0,Ashley Nielsen,Sucursal 4 - Norte,True
39AFA54A,Young-Maxwell,Empresa,Diamante,2019-10-11,0,Oeste,3413316.63,0,Jason Jones,Sucursal 3 - Este,True
1B06EA2F,Michael Newton,Jubilado,Nuevo,2012-11-14,53,Oeste,1424578.9,0,Gregory Nash,Sucursal 20 - Este,True
8D304C51,Nicholas Moore,VIP,Plata,2016-05-02,22,Oeste,3630485.97,0,Courtney Davis,Sucursal 2 - Sur,False
CA2CAA85,Jackson-Arnold,Empresa,Bronce,2010-05-17,0,Sur,3464969.87,0,Walter Price,Sucursal 10 - Norte,True
BDE836E5,"Hogan, Santos and Peters",Gobierno,Bronce,2015-04-28,0,Oeste,4686694.38,0,Kristin Elliott,Sucursal 19 - Norte,False
8C30FCC4,Meghan Chavez,VIP,Nuevo,2012-07-10,74,Centro,2585095.18,0,John Simpson,Sucursal 12 - Sur,True
7128161E,Douglas Group,Empresa,Oro,2012-09-06,0,Este,182925.02,0,Peter Johnson,Sucursal 14 - Norte,False
AD0726AE,Robert Turner,VIP,Plata,2014-12-28,43,Oeste,4768350.42,0,Courtney Davis,Sucursal 15 - Sur,False
91160E6A,Hannah Hines,Estudiante,Oro,2017-01-20,62,Oeste,3192048.61,0,Gina Gill,Sucursal 18 - Oeste,True
173629D6,Elizabeth Anderson,Individual,Bronce,2023-08-22,79,Norte,12038.03,360,Mr. Michael Sutton III,Sucursal 11 - Centro,False
868D983A,Zachary Bridges,Individual,Nuevo,2021-01-28,21,Norte,315911.66,570,Michael Alvarez Jr.,Sucursal 9 - Centro,True
CDFA3758,Angela Martinez,Individual,Diamante,2011-01-06,78,Centro,235404.58,585,Luis Francis,Sucursal 4 - Norte,False
D511C475,Evans-Oneal,ONG,Bronce,2012-05-05,0,Centro,4444816.44,0,Timothy Robertson,Sucursal 11 - Centro,True
4070A5F3,Paul Kim,Individual,Nuevo,2022-06-19,29,Oeste,282836.67,525,William Brown,Sucursal 10 - Norte,False
90E7C833,"Carter, Turner and Miller",ONG,Plata,2020-01-17,0,Este,1612363.64,0,Jared Herman,Sucursal 3 - Este,False
EF4CE035,Christopher Lopez,Individual,Diamante,2023-10-28,38,Sur,215970.82,797,Amanda Nguyen,Sucursal 12 - Sur,True
C7E3DF18,Justin Navarro,Individual,Platino,2017-08-28,44,Norte,97751.89,643,Anthony Andrews,Sucursal 14 - Norte,True
AB2C4E22,Jacob Hill,Individual,Platino,2018-10-22,28,Sur,238975.61,355,Megan Thomas,Sucursal 5 - Oeste,True
567E460F,Steven Rogers,VIP,Institucional,2022-02-08,40,Norte,3363851.99,0,William Carpenter,Sucursal 19 - Norte,True
8BA28FAA,"Bryant, Bailey and Bauer",PYME,Institucional,2022-05-05,0,Norte,4070626.73,628,Amanda Nguyen,Sucursal 10 - Norte,False
193DC1A4,Stafford-Herrera,ONG,Institucional,2014-12-18,0,Centro,1853151.0,0,Dennis Rojas,Sucursal 17 - Norte,True
A2322C03,Frank Lyons,Individual,Oro,2021-06-23,28,Este,100409.06,638,Stephen George,Sucursal 15 - Sur,False
10681A93,Taylor Ltd,ONG,Bronce,2014-10-29,0,Oeste,1127794.45,0,Tasha Ferguson,Sucursal 15 - Sur,False
5618E94C,Mariah Mcdonald,Jubilado,Bronce,2023-10-08,59,Sur,4342983.69,0,Joseph Arnold,Sucursal 16 - Centro,True
642EF273,Baldwin PLC,Empresa,Institucional,2017-01-19,0,Sur,546648.0,0,William Brown,Sucursal 20 - Este,False
39E02EA8,Paul Gay,Jubilado,Institucional,2011-11-20,31,Centro,612402.28,0,Dennis Rojas,Sucursal 13 - Centro,True
015BC5E4,Schroeder LLC,PYME,Diamante,2021-04-19,0,Oeste,2591795.81,668,Amanda Nguyen,Sucursal 14 - Norte,True
354C0C55,Stacy Reed,Individual,Institucional,2011-08-16,52,Oeste,382697.31,568,Kristin Elliott,Sucursal 7 - Norte,False
FFD446FA,Diaz Group,ONG,Platino,2017-03-19,0,Oeste,1893801.38,0,Ernest Brown,Sucursal 9 - Centro,False
93ACC536,Betty Stewart,Jubilado,Nuevo,2021-08-27,75,Norte,1869091.44,0,Gina Gill,Sucursal 8 - Oeste,True
FFDD02B0,Cantu Ltd,Gobierno,Institucional,2019-12-13,0,Centro,4970467.74,0,Mr. Michael Sutton III,Sucursal 14 - Norte,False
7FA9C15E,Carter LLC,ONG,Diamante,2018-04-02,0,Este,1161400.45,0,Robin Oneill,Sucursal 9 - Centro,True
C65B3A35,Griffin-Barber,PYME,Institucional,2012-12-26,0,Centro,4622040.53,709,Amanda Nguyen,Sucursal 4 - Norte,False
0F5E7D1D,"Vega, Olson and Baker",Empresa,Platino,2019-05-28,0,Metropolitana,3720212.71,0,Christopher Peterson,Sucursal 15 - Sur,False
581E13D8,Ms. Kathleen Richardson,Jubilado,Plata,2023-06-26,25,Norte,260463.05,0,Kristin Elliott,Sucursal 20 - Este,False
E4789ADE,Victoria Allen,VIP,Oro,2013-05-24,23,Internacional,4077138.29,0,Sherry Ball,Sucursal 3 - Este,False
4CD148DE,Jillian Gutierrez,Estudiante,Bronce,2015-04-23,80,Este,4099982.92,0,Megan Thomas,Sucursal 3 - Este,True
8327138A,Cunningham-Williams,PYME,Platino,2012-04-14,0,Centro,3424935.48,748,Sherry Ball,Sucursal 12 - Sur,True
D7AA8352,Lee-Phillips,Empresa,Oro,2013-03-05,0,Centro,1758756.74,0,Kristin Elliott,Sucursal 7 - Norte,False
02FD92F8,Maria Jones,Jubilado,Oro,2010-08-18,46,Sur,2293064.48,0,Deborah Fitzgerald,Sucursal 17 - Norte,False
31EF5FAD,Brown Inc,PYME,Oro,2012-10-22,0,Metropolitana,3822618.98,500,Ms. Hannah Dixon,Sucursal 14 - Norte,False
5B4E504C,"Torres, Schmitt and Johnson",ONG,Bronce,2020-07-30,0,Internacional,2075891.11,0,Tiffany Chavez,Sucursal 12 - Sur,False
3AACCC88,Brittany Williams,VIP,Bronce,2011-04-30,24,Internacional,4147400.7,0,Scott Warner,Sucursal 8 - Oeste,False
669B6133,"Myers, Bruce and Roach",Gobierno,Diamante,2021-11-21,0,Centro,1632216.33,0,Jared Herman,Sucursal 11 - Centro,False
65427D57,Hill Group,PYME,Corporativo,2022-01-08,0,Centro,2167948.79,363,Robin Oneill,Sucursal 5 - Oeste,True
02738D1A,Amy Myers,Estudiante,Plata,2015-01-26,35,Centro,1363344.01,0,Jacob Ochoa,Sucursal 3 - Este,False
562D244E,Sexton-Gibson,ONG,Institucional,2010-07-02,0,Internacional,1689689.21,0,Joseph Arnold,Sucursal 10 - Norte,True
181EECB6,George Miller,Jubilado,Oro,2016-08-29,52,Sur,3028415.23,0,Deborah Fitzgerald,Sucursal 9 - Centro,False
B5431745,Rosario Ltd,Empresa,Platino,2017-08-29,0,Metropolitana,1358194.05,0,Kelly Floyd,Sucursal 12 - Sur,False
99CA18A1,Kramer LLC,ONG,Corporativo,2011-02-11,0,Sur,386239.64,0,Mr. Michael Sutton III,Sucursal 12 - Sur,True
5A13040A,Kathleen Young,Jubilado,Oro,2014-03-15,36,Este,3574717.53,0,Stephen George,Sucursal 16 - Centro,True
AA7F93EB,Jennifer Griffith,Jubilado,Nuevo,2019-11-29,75,Este,2895099.39,0,Jason Jones,Sucursal 20 - Este,True
00627930,Diaz-Morris,PYME,Oro,2011-03-19,0,Oeste,1982743.91,494,Sherry Ball,Sucursal 10 - Norte,True
BFE93E5F,Mccarty Ltd,Gobierno,Nuevo,2011-01-17,0,Oeste,3780404.72,0,Kristin Elliott,Sucursal 9 - Centro,False
DDF2EDAC,Aaron Miller,VIP,Bronce,2019-11-18,64,Norte,2085159.16,0,Anthony Andrews,Sucursal 19 - Norte,True
AE72E646,Michael Grant,Estudiante,Institucional,2018-09-09,20,Metropolitana,1605575.08,0,Amanda Nguyen,Sucursal 3 - Este,False
3E44F9BD,David Castillo,Estudiante,Corporativo,2018-06-29,30,Este,4694520.82,0,Kristin Elliott,Sucursal 19 - Norte,True
